"id","timestamp","location","gender","age","education","wellness_routine","challenge_wellness_routine","frequency_wellness_routine","duration_wellness_routine","purpose_wellness_routine","location_wellness_routine","simple_target_exercises","nutrition_importance","challenge_nutrition_routine","remote_training_likelihood","online_service_challenges","willingness_to_pay","ideal_subscription_cycle","price_of_service","expertise_credibility","language_instructions","flexibility_time_slots","availability_hybrid_options"
184,2022-11-11 15:31:52.159,"mumbai","Male","18-24","Undergraduate","Meditation/Mindfulness practice","Unavailability of a good gym/classes nearby, Can't afford to spend on gym/classes subscription, Lack of motivation / time","Once/twice a week (e.g. weekends)","15-30","General fitness/strength/flexibility/stamina","Gym / Studio",3,3,"Lack of understanding what to eat when and in what proportion, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine","I may try only if I find something very interesting","I don’t think online training is effective","Not more than Rs. 500","Session based subscription - i.e. top up with a number of sessions with flexibility to use those over a period of time at a higher price","Neutral","Not so important","Neutral","Not so important","Not so important"
185,2022-11-11 15:54:30.662,"ahmedabad","Male","25-34","Post-Graduate","Light physical activity (running, push-ups, sit-ups etc.)","Don't know where and how to start","4 to 5 days a week","31-45","General fitness/strength/flexibility/stamina","Outdoors",3,4,"Temptation for junk food, Find it too difficult to follow a routine","I may try only if I find something very interesting","I don’t think online training is effective","Rs. 500 - 1000","Session based subscription - i.e. top up with a number of sessions with flexibility to use those over a period of time at a higher price","Neutral","Important","Not so important","Important","Important"
186,2022-11-11 15:55:29.089,"mumbai","Male","18-24","Undergraduate","Light physical activity (running, push-ups, sit-ups etc.)","Don't know where and how to start","Once/twice a week (e.g. weekends)","15-30","Weight loss/gain","Home - with equipment",4,4,"Lack of understanding what to eat when and in what proportion, Temptation for junk food","I have already tried","I don’t think online training is effective","Not more than Rs. 500","Annual subscription with price discount benefits","Important","Very Important","Neutral","Important","Important"
187,2022-11-11 16:03:01.882,"mumbai","Male","Less than 18","High school","I don't follow any wellness/fitness routine","Don't know where and how to start, Lack of motivation / time","Occasionally / Rarely","46-60","Stress/anxiety reduction and/or attain mindfulness","Home - without equipment",1,5,"Temptation for junk food, Find it too difficult to follow a routine","I may try only if I find something very interesting","I don’t think online training is effective, I don't want to invest in buying any accessories at home","Not more than Rs. 500","Monthly subscription at a price slightly higher than annual subscription","Not so important","Not so important","Not so important","Not so important","Not so important"
188,2022-11-11 16:03:59.646,"mumbai","Female","45-54","College","Yoga & breathing exercises","Want a personal trainer but can't afford, Unavailability of a good gym/classes nearby, I follow a regular wellness/fitness routine, Lack of yoga center...so prefer walking  atleast 10000 steps .","Daily","More than 60","General fitness/strength/flexibility/stamina","Garden",5,4,"My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine","I may try only if I find something very interesting","Absence of ambience of a gym/studio and fellow members in online mode, Group n frnds  can help you for motivation","Not more than Rs. 500","Annual subscription with price discount benefits","Neutral","Neutral","Not important at all","Not so important","Not so important"
189,2022-11-11 16:05:22.071,"ahmedabad","Female","Less than 18","High school","Light physical activity (running, push-ups, sit-ups etc.)","Don't know where and how to start, Lack of motivation / time","Once/twice a week (e.g. weekends)","Less than 15","Stress/anxiety reduction and/or attain mindfulness","Home - without equipment",4,3,"Temptation for junk food, Find it too difficult to follow a routine","I am not interested to try","I don’t think online training is effective","Rs. 1000-2500","Session based subscription - i.e. top up with a number of sessions with flexibility to use those over a period of time at a higher price","Very Important","Important","Neutral","Very Important","Neutral"
190,2022-11-11 16:08:49.689,"mumbai","Male","18-24","High school","Light physical activity (running, push-ups, sit-ups etc.)","Want a personal trainer but can't afford","4 to 5 days a week","15-30","Body building","Home - with equipment",3,4,"Can't cook at home","I have already tried","Absence of ambience of a gym/studio and fellow members in online mode","Not more than Rs. 500","Annual subscription with price discount benefits","Not so important","Not so important","Not so important","Not so important","Not so important"
191,2022-11-11 16:42:25.241,"mumbai","Male","18-24","High school","I don't follow any wellness/fitness routine","Don't know where and how to start, Lack of motivation / time","Occasionally / Rarely","Less than 15","Weight loss/gain","Home - without equipment",1,3,"Lack of understanding what to eat when and in what proportion, Temptation for junk food, Find it too difficult to follow a routine","I am interested to try out","Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home","Rs. 500 - 1000","Annual subscription with price discount benefits","Neutral","Important","Important","Important","Neutral"
192,2022-11-11 16:44:47.438,"gujarat","Male","35-44","College","Badminton","I follow a regular wellness/fitness routine","Daily","More than 60","General fitness/strength/flexibility/stamina","Sports Club",1,1,"I follow a balanced diet routine","I am interested to try out","I don't want to invest in buying any accessories at home","Not more than Rs. 500","Session based subscription - i.e. top up with a number of sessions with flexibility to use those over a period of time at a higher price","Not important at all","Not so important","Not so important","Not so important","Not so important"
193,2022-11-11 16:53:47.748,"gujarat","Female","35-44","Post-Graduate","Yoga & breathing exercises","I follow a regular wellness/fitness routine","Daily","31-45","General fitness/strength/flexibility/stamina","Home - with equipment",2,4,"My schedule doesn't permit regularity in my eating habits","I have already tried","I don’t think online training is effective","Rs. 500 - 1000","Annual subscription with price discount benefits","Not important at all","Not so important","Not important at all","Not so important","Not important at all"
194,2022-11-11 17:03:37.141,"mumbai","Female","18-24","Undergraduate","Light physical activity (running, push-ups, sit-ups etc.)","I follow a regular wellness/fitness routine","Daily","15-30","General fitness/strength/flexibility/stamina","Home - with equipment",2,5,"My schedule doesn't permit regularity in my eating habits","I have already tried","Absence of ambience of a gym/studio and fellow members in online mode","Rs. 500 - 1000","Annual subscription with price discount benefits","Important","Neutral","Very Important","Very Important","Very Important"
195,2022-11-11 17:04:10.433,"london","Male","25-34","Undergraduate","Rigorous physical exercise with equipments (e.g. weight training, cross-fit etc.)","Diet","4 to 5 days a week","More than 60","Stress/anxiety reduction and/or attain mindfulness","Gym / Studio",5,5,"Find it too difficult to follow a routine","I am not interested to try","Absence of ambience of a gym/studio and fellow members in online mode","Not more than Rs. 500","Annual subscription with price discount benefits","Neutral","Neutral","Neutral","Neutral","Neutral"
196,2022-11-11 17:20:59.374,"mumbai","Male","18-24","High school","Rigorous physical exercise with equipments (e.g. weight training, cross-fit etc.)","Can't find a good trainer/expert practitioner, I follow a regular wellness/fitness routine","4 to 5 days a week","31-45","General fitness/strength/flexibility/stamina","Gym / Studio",4,5,"Temptation for junk food, I follow a balanced diet routine","I am not interested to try","I don’t think online training is effective","Rs. 500 - 1000","Annual subscription with price discount benefits","Neutral","Important","Important","Important","Important"
197,2022-11-11 17:40:52.64,"bucharest","Female","18-24","High school","I don't follow any wellness/fitness routine","Unavailability of a good gym/classes nearby, Can't afford to spend on gym/classes subscription, Lack of motivation / time","Once/twice a week (e.g. weekends)","15-30","General fitness/strength/flexibility/stamina","Home - with equipment",4,5,"I follow a balanced diet routine","I have already tried","Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home","Rs. 1000-2500","Monthly subscription at a price slightly higher than annual subscription","Important","Very Important","Very Important","Very Important","Neutral"
198,2022-11-11 17:44:21.605,"mumbai","Female","18-24","College","Light physical activity (running, push-ups, sit-ups etc.)","Don't know where and how to start, Lack of motivation / time","Occasionally / Rarely","Less than 15","Weight loss/gain","Home - without equipment",1,4,"My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine","I may try only if I find something very interesting","I don’t think online training is effective, I don't have access to right kind of space to practice regularly","Not more than Rs. 500","Annual subscription with price discount benefits","Very Important","Important","Neutral","Very Important","Very Important"
199,2022-11-11 17:46:47.223,"bangalore","Male","18-24","High school","Rigorous physical exercise with equipments (e.g. weight training, cross-fit etc.)","I follow a regular wellness/fitness routine","4 to 5 days a week","More than 60","Body building","Gym / Studio",5,5,"My schedule doesn't permit regularity in my eating habits","I am not interested to try","I don’t think online training is effective","Not more than Rs. 500","Session based subscription - i.e. top up with a number of sessions with flexibility to use those over a period of time at a higher price","Important","Very Important","Very Important","Very Important","Neutral"
200,2022-11-11 17:47:40.286,"singapore","Female","18-24","High school","I don't follow any wellness/fitness routine","Don't know where and how to start, Lack of motivation / time","Once/twice a week (e.g. weekends)","15-30","Weight loss/gain","Hybrid - Gym and at Home",3,4,"Temptation for junk food, Can't cook at home, Find it too difficult to follow a routine","I may try only if I find something very interesting","I don’t think online training is effective, I don't have access to right kind of space to practice regularly","Rs. 1000-2500","Annual subscription with price discount benefits","Neutral","Important","Not important at all","Not so important","Not so important"
201,2022-11-11 18:35:11.653,"palghar","Male","18-24","College","Rigorous physical exercise with equipments (e.g. weight training, cross-fit etc.)","I follow a regular wellness/fitness routine","Daily","More than 60","Weight loss/gain","Gym / Studio",1,4,"My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine","I am not interested to try","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode, I don't have access to right kind of space to practice regularly","Not more than Rs. 500","Annual subscription with price discount benefits","Neutral","Very Important","Neutral","Important","Important"
202,2022-11-11 18:45:33.836,"mumbai","Male","18-24","Undergraduate","Light physical activity (running, push-ups, sit-ups etc.)","Want a personal trainer but can't afford","4 to 5 days a week","46-60","Stress/anxiety reduction and/or attain mindfulness","Gym / Studio",4,5,"Temptation for junk food, Can't cook at home, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine, I follow a balanced diet routine","I may try only if I find something very interesting","I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 1000-2500","Session based subscription - i.e. top up with a number of sessions with flexibility to use those over a period of time at a higher price","Important","Important","Not important at all","Important","Important"
203,2022-11-11 19:09:42.035,"mumbai","Male","18-24","Undergraduate","Light physical activity (running, push-ups, sit-ups etc.)","Don't know where and how to start, Lack of motivation / time","Once/twice a week (e.g. weekends)","15-30","General fitness/strength/flexibility/stamina","Home - without equipment",5,5,"My schedule doesn't permit regularity in my eating habits, I follow a balanced diet routine","I may try only if I find something very interesting","I don't have access to right kind of space to practice regularly","Not more than Rs. 500","Monthly subscription at a price slightly higher than annual subscription","Important","Very Important","Important","Important","Important"
204,2022-11-11 20:06:03.948,"virar","Female","18-24","Undergraduate","Yoga & breathing exercises","Don't know where and how to start, Can't find a good trainer/expert practitioner, Unavailability of a good gym/classes nearby, Lack of motivation / time","4 to 5 days a week","15-30","General fitness/strength/flexibility/stamina","Home - without equipment",4,5,"Can't cook at home, Find it too difficult to follow a routine","I have already tried","I don't want to invest in buying any accessories at home, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 500 - 1000","Monthly subscription at a price slightly higher than annual subscription","Important","Important","Important","Important","Important"
205,2022-11-11 21:26:06.707,"kolhapur","Male","45-54","Other","Rigorous physical exercise with equipments (e.g. weight training, cross-fit etc.)","Don't know where and how to start, Want a personal trainer but can't afford, Can't find a good trainer/expert practitioner, Unavailability of a good gym/classes nearby, I follow a regular wellness/fitness routine","Once/twice a week (e.g. weekends)","31-45","General fitness/strength/flexibility/stamina","Home - with equipment",4,3,"Find it too difficult to follow a routine","I may try only if I find something very interesting","Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 500 - 1000","Annual subscription with price discount benefits","Very Important","Important","Important","Very Important","Important"
206,2022-11-11 21:26:56.717,"ichalkaranji","Female","35-44","College","Meditation/Mindfulness practice","Don't know where and how to start, Can't find a good trainer/expert practitioner, Can't afford to spend on gym/classes subscription, Lack of motivation / time, I follow a regular wellness/fitness routine","Daily","More than 60","Stress/anxiety reduction and/or attain mindfulness","Home - without equipment",4,4,"Lack of understanding what to eat when and in what proportion, Can't cook at home, Find it too difficult to follow a routine, I follow a balanced diet routine","I am interested to try out","I don’t think online training is effective, I don't want to invest in buying any accessories at home, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Not more than Rs. 500","Monthly subscription at a price slightly higher than annual subscription","Not so important","Important","Very Important","Very Important","Important"
207,2022-11-11 21:27:56.195,"vasgade","Male","25-34","College","Yoga & breathing exercises","Can't find a good trainer/expert practitioner, Can't afford to spend on gym/classes subscription, Lack of motivation / time, I follow a regular wellness/fitness routine","Once/twice a week (e.g. weekends)","31-45","Body building","Hybrid - Gym and at Home",4,3,"Lack of understanding what to eat when and in what proportion, Can't cook at home, Find it too difficult to follow a routine, I follow a balanced diet routine","I am interested to try out","Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 500 - 1000","Monthly subscription at a price slightly higher than annual subscription","Not so important","Not so important","Important","Important","Important"
208,2022-11-11 21:28:38.822,"ichalkaranji","Male","25-34","Post-Graduate","Meditation/Mindfulness practice","Don't know where and how to start, Can't find a good trainer/expert practitioner, Unavailability of a good gym/classes nearby, I follow a regular wellness/fitness routine","Once/twice a week (e.g. weekends)","31-45","Body building","Home - with equipment",4,4,"Lack of understanding what to eat when and in what proportion, Can't cook at home, Find it too difficult to follow a routine, I follow a balanced diet routine","I am interested to try out","I don’t think online training is effective, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 1000-2500","Weekly subscription at a price slightly higher than monthly subscription","Not so important","Very Important","Important","Important","Very Important"
209,2022-11-11 21:29:16.095,"ichalkaranji","Male","25-34","College","Meditation/Mindfulness practice","Want a personal trainer but can't afford, Unavailability of a good gym/classes nearby, Lack of motivation / time","Once/twice a week (e.g. weekends)","31-45","General fitness/strength/flexibility/stamina","Hybrid - Gym and at Home",4,3,"Lack of understanding what to eat when and in what proportion, Temptation for junk food, My schedule doesn't permit regularity in my eating habits, I follow a balanced diet routine","I may try only if I find something very interesting","I don’t think online training is effective, I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 500 - 1000","Annual subscription with price discount benefits","Very Important","Important","Important","Very Important","Important"
210,2022-11-11 21:30:08.426,"ichalkaranji","Male","18-24","Undergraduate","Rigorous physical exercise with equipments (e.g. weight training, cross-fit etc.)","Don't know where and how to start, Can't find a good trainer/expert practitioner, Lack of motivation / time","Once/twice a week (e.g. weekends)","46-60","General fitness/strength/flexibility/stamina","Home - without equipment",4,4,"Temptation for junk food, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine","I am interested to try out","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 500 - 1000","Monthly subscription at a price slightly higher than annual subscription","Not so important","Important","Important","Very Important","Important"
211,2022-11-11 21:31:28.461,"vasgade","Female","18-24","College","Yoga & breathing exercises","Want a personal trainer but can't afford, Can't find a good trainer/expert practitioner, Lack of motivation / time, I follow a regular wellness/fitness routine","4 to 5 days a week","31-45","Stress/anxiety reduction and/or attain mindfulness","Home - without equipment",4,4,"Temptation for junk food, Can't cook at home, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine","I am interested to try out","Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 1000-2500","Weekly subscription at a price slightly higher than monthly subscription","Not so important","Very Important","Very Important","Important","Very Important"
212,2022-11-11 21:32:04.799,"vasgade","Female","35-44","Undergraduate","Light physical activity (running, push-ups, sit-ups etc.)","Can't find a good trainer/expert practitioner, Can't afford to spend on gym/classes subscription, Lack of motivation / time, I follow a regular wellness/fitness routine","Once/twice a week (e.g. weekends)","46-60","General fitness/strength/flexibility/stamina","Hybrid - Gym and at Home",4,5,"Lack of understanding what to eat when and in what proportion, Temptation for junk food, Can't cook at home, Find it too difficult to follow a routine","I may try only if I find something very interesting","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 500 - 1000","Monthly subscription at a price slightly higher than annual subscription","Very Important","Important","Important","Very Important","Important"
213,2022-11-11 21:32:37.6,"vasgade","Female","25-34","Undergraduate","Light physical activity (running, push-ups, sit-ups etc.)","Can't find a good trainer/expert practitioner, Unavailability of a good gym/classes nearby","Daily","46-60","Stress/anxiety reduction and/or attain mindfulness","Hybrid - Gym and at Home",3,2,"My schedule doesn't permit regularity in my eating habits","I may try only if I find something very interesting","Absence of ambience of a gym/studio and fellow members in online mode","Rs. 1000-2500","Session based subscription - i.e. top up with a number of sessions with flexibility to use those over a period of time at a higher price","Important","Very Important","Important","Not so important","Not so important"
214,2022-11-11 21:33:27.454,"vasgade","Male","45-54","Undergraduate","Rigorous physical exercise with equipments (e.g. weight training, cross-fit etc.)","Don't know where and how to start, Can't afford to spend on gym/classes subscription, I follow a regular wellness/fitness routine","Once/twice a week (e.g. weekends)","15-30","General fitness/strength/flexibility/stamina","Home - without equipment",4,2,"Can't cook at home, My schedule doesn't permit regularity in my eating habits, I follow a balanced diet routine","I am not interested to try",NA,"Rs. 1000-2500","Session based subscription - i.e. top up with a number of sessions with flexibility to use those over a period of time at a higher price","Not so important","Very Important","Important","Important","Important"
215,2022-11-11 22:20:35.099,"mumbai","Female","18-24","College","Yoga & breathing exercises","Lack of motivation / time","Occasionally / Rarely","31-45","General fitness/strength/flexibility/stamina","Home - without equipment",4,4,"Temptation for junk food, Find it too difficult to follow a routine","I have already tried","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode, I don't have access to right kind of space to practice regularly","Not more than Rs. 500","Annual subscription with price discount benefits","Neutral","Important","Important","Important","Important"
216,2022-11-12 10:04:03.742,"bom","Male","25-34","Undergraduate","Meditation/Mindfulness practice","Don't know where and how to start, Want a personal trainer but can't afford, Unavailability of a good gym/classes nearby, Lack of motivation / time","Once/twice a week (e.g. weekends)","31-45","Body building","Home - without equipment",4,3,"Temptation for junk food, Can't cook at home, Find it too difficult to follow a routine","I am interested to try out","Absence of ambience of a gym/studio and fellow members in online mode, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 1000-2500","Monthly subscription at a price slightly higher than annual subscription","Important","Important","Very Important","Neutral","Important"
217,2022-11-12 10:05:22.761,"vasai","Male","35-44","Undergraduate","Yoga & breathing exercises","Can't find a good trainer/expert practitioner, Can't afford to spend on gym/classes subscription, Lack of motivation / time","4 to 5 days a week","31-45","Body building","Home - with equipment",4,5,"Lack of understanding what to eat when and in what proportion, Can't cook at home, Find it too difficult to follow a routine","I may try only if I find something very interesting","Absence of ambience of a gym/studio and fellow members in online mode, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Not more than Rs. 500","Annual subscription with price discount benefits","Important","Very Important","Neutral","Very Important","Very Important"
218,2022-11-12 10:06:14.27,"pune","Female","18-24","Post-Graduate","Yoga & breathing exercises","Don't know where and how to start, Can't find a good trainer/expert practitioner, Unavailability of a good gym/classes nearby, Lack of motivation / time","4 to 5 days a week","15-30","General fitness/strength/flexibility/stamina","Gym / Studio",4,5,"Can't cook at home, Find it too difficult to follow a routine, I follow a balanced diet routine","I am interested to try out",NA,"Rs. 500 - 1000",NA,"Neutral","Important","Not so important","Very Important","Very Important"
219,2022-11-12 10:06:59.044,"pune","Female","35-44","Undergraduate","Light physical activity (running, push-ups, sit-ups etc.)","Don't know where and how to start, Want a personal trainer but can't afford, Can't find a good trainer/expert practitioner, Unavailability of a good gym/classes nearby, Can't afford to spend on gym/classes subscription, I follow a regular wellness/fitness routine","4 to 5 days a week","31-45","General fitness/strength/flexibility/stamina","Home - without equipment",4,5,"Lack of understanding what to eat when and in what proportion, Temptation for junk food, My schedule doesn't permit regularity in my eating habits","I am interested to try out","I don’t think online training is effective, I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly","Rs. 1000-2500","Annual subscription with price discount benefits","Very Important","Important","Important","Very Important","Not so important"
220,2022-11-12 10:08:18.132,"pune","Female","More than 55","Post-Graduate","Yoga & breathing exercises","Want a personal trainer but can't afford, Can't find a good trainer/expert practitioner, Can't afford to spend on gym/classes subscription, Lack of motivation / time","4 to 5 days a week","46-60","Stress/anxiety reduction and/or attain mindfulness","Gym / Studio",4,5,"Lack of understanding what to eat when and in what proportion, Can't cook at home, My schedule doesn't permit regularity in my eating habits","I have already tried","I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Not more than Rs. 500","Annual subscription with price discount benefits","Important","Very Important","Neutral","Important","Very Important"
221,2022-11-12 10:13:19.032,"pune","Female","35-44","Undergraduate","Meditation/Mindfulness practice","Can't find a good trainer/expert practitioner, Can't afford to spend on gym/classes subscription, Lack of motivation / time","4 to 5 days a week","Less than 15","Body building","Gym / Studio",4,5,"Lack of understanding what to eat when and in what proportion, Can't cook at home, My schedule doesn't permit regularity in my eating habits, I follow a balanced diet routine","I am interested to try out","Absence of ambience of a gym/studio and fellow members in online mode, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 1000-2500","Annual subscription with price discount benefits","Important","Very Important","Important","Very Important","Neutral"
222,2022-11-12 10:15:19.195,"viman nagar","Female","35-44","Undergraduate","Meditation/Mindfulness practice","Don't know where and how to start, Want a personal trainer but can't afford, Unavailability of a good gym/classes nearby, Can't afford to spend on gym/classes subscription, I follow a regular wellness/fitness routine","4 to 5 days a week","15-30","Body building","Gym / Studio",4,5,"Lack of understanding what to eat when and in what proportion, Can't cook at home, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine","I am interested to try out","I don’t think online training is effective, I don't want to invest in buying any accessories at home, I don't have access to right kind of space to practice regularly","Rs. 500 - 1000","Weekly subscription at a price slightly higher than monthly subscription","Important","Very Important","Neutral","Very Important","Important"
223,2022-11-12 10:16:50.432,"pune","Female","45-54","Undergraduate","Yoga & breathing exercises","Can't find a good trainer/expert practitioner, Can't afford to spend on gym/classes subscription, I follow a regular wellness/fitness routine","4 to 5 days a week","31-45","General fitness/strength/flexibility/stamina","Home - with equipment",4,5,"Lack of understanding what to eat when and in what proportion, My schedule doesn't permit regularity in my eating habits, I follow a balanced diet routine","I may try only if I find something very interesting","I don’t think online training is effective, I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 1000-2500","Monthly subscription at a price slightly higher than annual subscription","Important","Neutral","Very Important","Important","Important"
224,2022-11-12 10:26:29.462,"kolhapur","Female","Less than 18","Other","Light physical activity (running, push-ups, sit-ups etc.)","Don't know where and how to start, I follow a regular wellness/fitness routine","Daily","More than 60","General fitness/strength/flexibility/stamina","Gym / Studio",5,3,"Temptation for junk food, Can't cook at home","I am not interested to try","I don’t think online training is effective","Not more than Rs. 500","Annual subscription with price discount benefits","Very Important","Very Important","Very Important","Very Important","Neutral"
225,2022-11-12 10:32:24.837,"kolhapur","Female","Less than 18","High school","I don't follow any wellness/fitness routine","I follow a regular wellness/fitness routine","Daily","More than 60","General fitness/strength/flexibility/stamina","Gym / Studio",3,4,"Can't cook at home, I follow a balanced diet routine","I am not interested to try","I don’t think online training is effective, Absence of ambience of a gym/studio and fellow members in online mode, I don't want to invest in buying any accessories at home","More than Rs. 5000","Monthly subscription at a price slightly higher than annual subscription","Important","Very Important","Neutral","Important","Not so important"
226,2022-11-12 13:13:43.139,"mumbai","Male","18-24","College","I don't follow any wellness/fitness routine","Lack of motivation / time","Occasionally / Rarely","More than 60","Body building","Gym / Studio",5,3,"Lack of understanding what to eat when and in what proportion, Can't cook at home, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine","I am interested to try out","I don't want to invest in buying any accessories at home","Not more than Rs. 500","Annual subscription with price discount benefits","Very Important","Very Important","Neutral","Very Important","Very Important"
227,2022-11-12 14:09:06.355,"mumbai","Female","45-54","Other","Rigorous physical exercise with equipments (e.g. weight training, cross-fit etc.)","Don't know where and how to start, Can't find a good trainer/expert practitioner","Occasionally / Rarely","Less than 15","General fitness/strength/flexibility/stamina","Hybrid - Gym and at Home",3,4,"I follow a balanced diet routine","I am interested to try out","I don’t think online training is effective","Not more than Rs. 500","Session based subscription - i.e. top up with a number of sessions with flexibility to use those over a period of time at a higher price","Very Important","Very Important","Very Important","Very Important","Very Important"
228,2022-11-12 16:30:31.89,"mumbai","Female","18-24","Undergraduate","I don't follow any wellness/fitness routine","Don't know where and how to start, Lack of motivation / time","Occasionally / Rarely","15-30","General fitness/strength/flexibility/stamina","Home - without equipment",5,5,"Can't cook at home, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine","I may try only if I find something very interesting","I don’t think online training is effective","Rs. 500 - 1000","Monthly subscription at a price slightly higher than annual subscription","Important","Very Important","Neutral","Very Important","Very Important"
229,2022-11-12 17:14:05.426,"mumbai","Male","18-24","High school","Light physical activity (running, push-ups, sit-ups etc.)","Don't know where and how to start, Want a personal trainer but can't afford, Can't afford to spend on gym/classes subscription, Lack of motivation / time","Once/twice a week (e.g. weekends)","15-30","General fitness/strength/flexibility/stamina","Home - without equipment",4,2,"I follow a balanced diet routine, I don't care enough","I am not interested to try","I don’t think online training is effective, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Not more than Rs. 500",NA,"Very Important","Very Important","Not important at all","Important","Important"
230,2022-11-12 17:57:17.318,"pune","Female","18-24","College","Light physical activity (running, push-ups, sit-ups etc.)","Lack of motivation / time","Occasionally / Rarely","More than 60","General fitness/strength/flexibility/stamina","Sports",2,5,"My schedule doesn't permit regularity in my eating habits","I am not interested to try","I don’t think online training is effective","Rs. 500 - 1000","Monthly subscription at a price slightly higher than annual subscription","Neutral","Important","Not important at all","Very Important","Very Important"
231,2022-11-12 19:30:32.292,"mumbai","Female","45-54","Undergraduate","Light physical activity (running, push-ups, sit-ups etc.)","I follow a regular wellness/fitness routine","4 to 5 days a week","More than 60","General fitness/strength/flexibility/stamina","Gym / Studio",4,5,"Find it too difficult to follow a routine, I follow a balanced diet routine","I am not interested to try","I don't have access to right kind of space to practice regularly, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Rs. 500 - 1000","Monthly subscription at a price slightly higher than annual subscription","Neutral","Important","Neutral","Important","Important"
232,2022-11-12 19:31:27.239,"vapi","Male","35-44","Post-Graduate","Light physical activity (running, push-ups, sit-ups etc.)","Don't know where and how to start, Want a personal trainer but can't afford, Lack of motivation / time","Occasionally / Rarely","46-60","General fitness/strength/flexibility/stamina","Home - without equipment",1,5,"Lack of understanding what to eat when and in what proportion, Can't cook at home, My schedule doesn't permit regularity in my eating habits","I may try only if I find something very interesting","I don’t think online training is effective, I don't want to invest in buying any accessories at home, Instant feedback is very important to me which I think online delivery wellness/fitness services lack","Not more than Rs. 500","Session based subscription - i.e. top up with a number of sessions with flexibility to use those over a period of time at a higher price","Neutral","Very Important","Important","Not important at all","Not so important"
233,2022-11-12 22:33:12.908,"san francisco","Female","45-54","Post-Graduate","Rigorous physical exercise with equipments (e.g. weight training, cross-fit etc.)","I follow a regular wellness/fitness routine","4 to 5 days a week","46-60","Weight loss/gain","Gym / Studio",5,5,"I follow a balanced diet routine","I have already tried","Absence of ambience of a gym/studio and fellow members in online mode","Rs. 2500-5000","Monthly subscription at a price slightly higher than annual subscription","Not so important","Very Important","Neutral","Very Important","Very Important"
234,2022-11-13 14:06:24.963,"mumbai","Male","18-24","Undergraduate","Meditation/Mindfulness practice","Don't know where and how to start, Lack of motivation / time","4 to 5 days a week","15-30","Weight loss/gain","Home - without equipment",4,3,"Lack of understanding what to eat when and in what proportion, Temptation for junk food, My schedule doesn't permit regularity in my eating habits, Find it too difficult to follow a routine","I may try only if I find something very interesting","Absence of ambience of a gym/studio and fellow members in online mode, I don't have access to right kind of space to practice regularly","Rs. 500 - 1000","Annual subscription with price discount benefits","Important","Important","Important","Very Important","Neutral"
